REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	00591082501	OXYCODONE	2.0	null	null	071701261	null	null	04132007	1.7930000000000001	200.0	702001197	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	00406035805	HYDROCODONE	1.0	null	null	null	null	null	04062007	2.27025	500.0	702002315	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	00603388721	HYDROCODONE	2.0	null	null	null	null	null	05032007	1.2108	200.0	702004970	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011105	HYDROCODONE	2.0	null	null	null	null	null	10192007	3.0269999999999997	1000.0	704002259	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011801	HYDROCODONE	2.0	null	null	null	null	null	11212007	0.9081	200.0	704006041	HYDROCODONE.BITARTRATE 7.5MG/APAP 75	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	58177062504	OXYCODONE	5.0	null	null	073558035	null	null	12202007	2.24125	500.0	704009372	OXYCODONE.HCL 5MG IR TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011101	HYDROCODONE	1.0	null	null	null	null	null	12242007	0.3027	100.0	704009790	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	63481062970	OXYCODONE	2.0	null	null	077321659	null	null	02132008	1.7930000000000001	200.0	801005321	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	00591082501	OXYCODONE	2.0	null	null	081166076	null	null	05232008	1.7930000000000001	200.0	802007175	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	00603499828	OXYCODONE	1.0	null	null	081166086	null	null	06132008	2.24125	500.0	802009804	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011105	HYDROCODONE	1.0	null	null	null	null	null	09092008	1.5135	500.0	803009184	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	59011010010	OXYCODONE	1.0	null	null	082741519	null	null	09162008	0.8965	100.0	803010110	OXYCONTIN - 10MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011105	HYDROCODONE	1.0	null	null	null	null	null	10272008	1.5135	500.0	804003312	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011105	HYDROCODONE	2.0	null	null	null	null	null	12022008	3.0269999999999997	1000.0	804008068	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	59011010710	OXYCODONE	2.0	null	null	084328665	null	null	12032008	14.344000000000001	200.0	804008347	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Burlington Drug Company	80.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011001	HYDROCODONE	2.0	null	null	null	null	null	12112008	1.2108	200.0	804009594	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011205	HYDROCODONE	1.0	null	null	null	null	null	02162009	2.27025	500.0	901005890	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9193	00603388532	HYDROCODONE	1.0	null	null	null	null	null	03122009	6.053999999999999	1000.0	901009193	HYDROCODO.BIT 10MG & ACETA TABLET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN2406204	RETAIL PHARMACY	N H MEYER DRUG INC	null	10 PLATTSBURGH PLAZA	null	PLATTSBURGH	NY	12901	CLINTON	S	9143	00603499828	OXYCODONE	1.0	null	null	090929357	null	null	03242009	2.24125	500.0	901010631	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN4801088	RETAIL PHARMACY	CARE PHARMACY	null	8 SOMERSWORTH PLAZA	null	SOMERSWORTH	NH	3878	STRAFFORD	S	9193	53746011105	HYDROCODONE	1.0	null	null	null	null	null	02042009	1.5135	500.0	901004441	HYDROCODONE/ACETAMINOPHEN 5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AN4801088	RETAIL PHARMACY	CARE PHARMACY	null	8 SOMERSWORTH PLAZA	null	SOMERSWORTH	NH	3878	STRAFFORD	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	08252009	3.0269999999999997	500.0	903006892	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	59011010710	OXYCODONE	2.0	null	null	073925362	null	null	07092008	14.344000000000001	200.0	803001190	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Burlington Drug Company	80.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	60951070070	OXYCODONE	2.0	null	null	073925341	null	null	09052008	1.34475	200.0	803008799	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	60951070070	OXYCODONE	3.0	null	null	073521291	null	null	10012008	2.017125	300.0	804000168	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	00406055201	OXYCODONE	5.0	null	null	074334553	null	null	03032009	2.24125	500.0	901007969	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	00603499828	OXYCODONE	1.0	null	null	073521312	null	null	05082009	2.24125	500.0	902005093	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	00603499828	OXYCODONE	2.0	null	null	09X000004	null	null	06252009	4.4825	1000.0	902010924	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	00406052201	OXYCODONE	6.0	null	null	11X003027	null	null	08082011	4.03425	600.0	1103005224	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AO1222051	RETAIL PHARMACY	OSBORNE PHAM	null	WILLIAM P BOORAS PRES & TREAS	59 ESSEX ST	LYNN	MA	1902	ESSEX	S	9143	59011048010	OXYCODONE	1.0	null	null	11X003031	null	null	08242011	7.172000000000001	100.0	1103007623	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Burlington Drug Company	80.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AP9569584	RETAIL PHARMACY	PERU PHARMACY INC	3 GORMAN WAY	P.O. BOX 86	ATTN: SUPERVISING PHARMACIST	PERU	NY	12972	CLINTON	S	9143	00093003101	OXYCODONE	5.0	null	null	070571834	null	null	04062007	8.965	500.0	702000634	OXYCODONE HYDROCHLORIDE EXTENDED-REL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Burlington Drug Company	20.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9143	00054465029	OXYCODONE	1.0	null	null	053917798	null	null	01302006	2.24125	500.0	601002927	ROXICET - OXYCODONE.HCL & ACETA 5MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	West-Ward Pharmaceuticals Corp.	West-Ward Pharmaceuticals Corp.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	07262006	1.5135	500.0	603002286	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9143	60951079670	OXYCODONE	1.0	null	null	053917784	null	null	09012006	0.672375	100.0	603006058	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9143	00406851501	OXYCODONE	1.0	null	null	053917777	null	null	11222006	1.34475	100.0	604005334	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Burlington Drug Company	15.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	12262006	1.5135	500.0	604008621	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9193	00603388721	HYDROCODONE	1.0	null	null	null	null	null	06252007	0.6054	100.0	702009968	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9143	00054465029	OXYCODONE	1.0	null	null	070148317	null	null	07062007	2.24125	500.0	703000597	ROXICET - OXYCODONE.HCL & ACETA 5MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	West-Ward Pharmaceuticals Corp.	West-Ward Pharmaceuticals Corp.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1118062	RETAIL PHARMACY	BROWN'S DRUG STORE	null	ROLAND N ROY PROPRIETOR	40 MAIN STREET	DERBY LINE	VT	5830	ORLEANS	S	9193	53746011301	HYDROCODONE	2.0	null	null	null	null	null	03172008	0.9081	200.0	801009353	HYDROCODONE.BITARTRATE 7.5MG/APAP 65	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	7.5
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9143	00591082501	OXYCODONE	3.0	null	null	061546352	null	null	10192006	2.6895	300.0	604002086	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9143	00603499828	OXYCODONE	1.0	null	null	051314636	null	null	12192006	2.241	500.0	604008213	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	03152007	0.3027	100.0	701007408	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9193	53746011005	HYDROCODONE	1.0	null	null	null	null	null	07232008	3.0269999999999997	500.0	803002975	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Burlington Drug Company	10.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9143	00603499828	OXYCODONE	1.0	null	null	084869026	null	null	07012009	2.24125	500.0	903000154	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Burlington Drug Company	5.0
PB0020139	DISTRIBUTOR	BURLINGTON DRUG COMPANY	null	91 CATAMOUNT DR	null	MILTON	VT	5468	CHITTENDEN	AR1384673	RETAIL PHARMACY	ROBERT A MEYER INC	null	DBA FAMILY DRUG	2 HEALEY AVE	PLATTSBURGH	NY	12901	CLINTON	S	9143	00591082501	OXYCODONE	1.0	null	null	084869037	null	null	09112009	0.8965	100.0	903009051	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Burlington Drug Company	10.0
